"","Symbol","Description","Biotypes","Average"
"1309","TPR","translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]","protein_coding",550.625
"1310","CYRIA","CYFIP related Rac1 interactor A [Source:HGNC Symbol;Acc:HGNC:25373]","protein_coding",550.625
"1311","MAPK3","mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]","protein_coding",550.5
"1312","MAP3K5","mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]","protein_coding",550.375
"1313","MARK2","microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]","protein_coding",549.75
"1314","MORC3","MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]","protein_coding",549.75
"1315","PDIA6","protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]","protein_coding",549.625
"1316","ACSL4","acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]","protein_coding",549.25
"1317","THRAP3","thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]","protein_coding",549.125
"1318","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]","protein_coding",549.125
"1319","TLR8","toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]","protein_coding",548.625
"1320","TGFBR1","transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]","protein_coding",548.5
"1321","SCPEP1","serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:29507]","protein_coding",548.5
"1322","RBMS1","RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]","protein_coding",547.625
"1323","CYTH4","cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]","protein_coding",546.875
"1324","ITGAM","integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]","protein_coding",546.875
"1325","DHX15","DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]","protein_coding",546.375
"1326","IGF1R","insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]","protein_coding",546.125
"1327","NLRP1","NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]","protein_coding",545.25
"1328","CDK2AP2","cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]","protein_coding",544.625
"1329","TMEM140","transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870]","protein_coding",544.5
"1330","KCMF1","potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]","protein_coding",542.875
"1331","WDR26","WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]","protein_coding",542.5
"1332","RASGRP4","RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]","protein_coding",542.375
"1333","RNF187","ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146]","protein_coding",541.75
"1334","MCOLN1","mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]","protein_coding",541.625
"1335","SPTLC1","serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]","protein_coding",540.75
"1336","TMEM30A","transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]","protein_coding",539.25
"1337","SNRNP70","small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]","protein_coding",538.25
"1338","APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]","protein_coding",538.25
"1339","MLLT1","MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]","protein_coding",538
"1340","IFI6","interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]","protein_coding",537.875
"1341","UHMK1","U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]","protein_coding",537.375
"1342","PTPRA","protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]","protein_coding",537
"1343","H4C5","H4 clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4790]","protein_coding",536.25
"1344","HSPA9","heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]","protein_coding",535.875
"1345","RBM5","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]","protein_coding",535.75
"1346","FAM78A","family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]","protein_coding",535.625
"1347","APOBEC3G","apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]","protein_coding",535.375
"1348","WBP11","WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]","protein_coding",534.75
"1349","SLC35C2","solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]","protein_coding",534.625
"1350","MPZL3","myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]","protein_coding",534.5
"1351","ZRANB1","zinc finger RANBP2-type containing 1 [Source:HGNC Symbol;Acc:HGNC:18224]","protein_coding",534.25
"1352","PHB2","prohibitin 2 [Source:HGNC Symbol;Acc:HGNC:30306]","protein_coding",533.625
"1353","UBL3","ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]","protein_coding",533.5
"1354","SEPTIN2","septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]","protein_coding",533
"1355","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]","protein_coding",532.75
"1356","PAIP2","poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]","protein_coding",532
"1357","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","protein_coding",531.625
"1358","OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]","protein_coding",531.375
"1359","MITD1","microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]","protein_coding",531.25
"1360","MAP3K2","mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]","protein_coding",530.5
"1361","AP2S1","adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]","protein_coding",530.375
"1362","PSMC6","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","protein_coding",529.625
"1363","STX4","syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]","protein_coding",529
"1364","KLRG1","killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]","protein_coding",528.625
"1365","SECTM1","secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]","protein_coding",528.625
"1366","S100P","S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]","protein_coding",528.25
"1367","H1-10","H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722]","protein_coding",528.25
"1368","AIDA","axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]","protein_coding",528.25
"1369","CLEC16A","C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013]","protein_coding",527.5
"1370","BRAF","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]","protein_coding",527.25
"1371","NUP58","nucleoporin 58 [Source:HGNC Symbol;Acc:HGNC:20261]","protein_coding",526.875
"1372","REL","REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]","protein_coding",526.625
"1373","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]","protein_coding",526.5
"1374","SEC16A","SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]","protein_coding",526.5
"1375","PDE4B","phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]","protein_coding",526.25
"1376","KMT2D","lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]","protein_coding",525.375
"1377","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]","protein_coding",523.875
"1378","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]","protein_coding",523.875
"1379","TESPA1","thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]","protein_coding",523.125
"1380","TMEM164","transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]","protein_coding",522.875
"1381","CDK19","cyclin dependent kinase 19 [Source:HGNC Symbol;Acc:HGNC:19338]","protein_coding",521.875
"1382","MDH1","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]","protein_coding",521.375
"1383","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","protein_coding",521.125
"1384","UHRF2","ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]","protein_coding",521.125
"1385","P2RY10","P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]","protein_coding",520.625
"1386","JAK3","Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]","protein_coding",520.625
"1387","RAB37","RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]","protein_coding",520.25
"1388","GMPR","guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376]","protein_coding",520
"1389","S1PR4","sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]","protein_coding",519.875
"1390","WDR33","WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]","protein_coding",519.5
"1391","ARMC8","armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]","protein_coding",518.625
"1392","MFSD1","major facilitator superfamily domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25874]","protein_coding",518.25
"1393","PRCP","prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]","protein_coding",517.125
"1394","PLXDC2","plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]","protein_coding",517
"1395","DGKA","diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]","protein_coding",516.875
"1396","USP24","ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]","protein_coding",516.625
"1397","IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]","protein_coding",516
"1398","PRRC2A","proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]","protein_coding",515.75
"1399","HIGD2A","HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]","protein_coding",515.625
"1400","SIN3B","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]","protein_coding",514.25
"1401","BPTF","bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]","protein_coding",513.5
"1402","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]","protein_coding",513.125
"1403","VPS26C","VPS26 endosomal protein sorting factor C [Source:HGNC Symbol;Acc:HGNC:3044]","protein_coding",512.75
"1404","ABI1","abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]","protein_coding",511.875
"1405","AP1G1","adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]","protein_coding",511.75
"1406","TBCD","tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]","protein_coding",511.5
"1407","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]","protein_coding",511.5
"1408","CNOT7","CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101]","protein_coding",511.5
"1409","USP25","ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]","protein_coding",511.125
"1410","GSN","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]","protein_coding",509.875
"1411","MAP2K7","mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]","protein_coding",509.625
"1412","PLCG2","phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]","protein_coding",509.5
"1413","GBP1","guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]","protein_coding",509.375
"1414","PF4V1","platelet factor 4 variant 1 [Source:HGNC Symbol;Acc:HGNC:8862]","protein_coding",508.125
"1415","TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]","protein_coding",508.125
"1416","GP9","glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]","protein_coding",508
"1417","MGRN1","mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]","protein_coding",507.5
"1418","ATXN2L","ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]","protein_coding",507.375
"1419","TECPR2","tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]","protein_coding",507
"1420","RAB10","RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]","protein_coding",506.625
"1421","CD3D","CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]","protein_coding",506.5
"1422","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]","protein_coding",506.375
"1423","LRP1","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]","protein_coding",506.375
"1424","GPBP1","GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]","protein_coding",506.25
"1425","SLAMF6","SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]","protein_coding",506
"1426","RASGRP1","RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]","protein_coding",505.875
"1427","MS4A1","membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]","protein_coding",505.25
"1428","MXD4","MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]","protein_coding",504.75
"1429","CHMP2B","charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]","protein_coding",504.25
"1430","FBXW4","F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]","protein_coding",504.125
"1431","EEF1B2","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]","protein_coding",503.875
"1432","SAP30BP","SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785]","protein_coding",503.875
"1433","CYLD","CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]","protein_coding",503.5
"1434","JMJD1C","jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]","protein_coding",503.25
"1435","GAPVD1","GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]","protein_coding",503
"1436","RBMX","RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910]","protein_coding",502.875
"1437","PACSIN2","protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]","protein_coding",502.75
"1438","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]","protein_coding",502.625
"1439","CHD3","chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]","protein_coding",502.25
"1440","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]","protein_coding",502
"1441","BIRC6","baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]","protein_coding",501.5
"1442","LYPLA1","lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]","protein_coding",501.5
"1443","TRIM14","tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]","protein_coding",500.75
"1444","HACD4","3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]","protein_coding",499.75
"1445","SRP54","signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]","protein_coding",499.25
"1446","TRABD","TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]","protein_coding",499
"1447","IKZF3","IKAROS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13178]","protein_coding",498.625
"1448","OGFRL1","opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]","protein_coding",498.25
"1449","PICALM","phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]","protein_coding",498.125
"1450","ARHGEF11","Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]","protein_coding",497.75
"1451","PTCD3","pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]","protein_coding",497.625
"1452","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]","protein_coding",497.25
"1453","CTNNA1","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]","protein_coding",497.125
"1454","NAGA","alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]","protein_coding",496.75
"1455","MTA2","metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]","protein_coding",496.5
"1456","PPP1R10","protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]","protein_coding",496.25
"1457","SRRD","SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]","protein_coding",495.75
"1458","MAP3K7CL","MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]","protein_coding",495.625
"1459","TM9SF3","transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]","protein_coding",494.625
"1460","ARHGAP45","Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102]","protein_coding",494.5
"1461","TPRG1L","tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]","protein_coding",494.25
"1462","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]","protein_coding",494.125
"1463","LIX1L","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]","protein_coding",492.5
"1464","CFD","complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]","protein_coding",492.25
"1465","SLC25A11","solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981]","protein_coding",491.625
"1466","WWP2","WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]","protein_coding",491.625
"1467","PDLIM5","PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]","protein_coding",491.125
"1468","NPM1","nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]","protein_coding",491
"1469","SNX5","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]","protein_coding",490.875
"1470","IL4R","interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]","protein_coding",489.75
"1471","NPLOC4","NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]","protein_coding",489.5
"1472","RAB14","RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]","protein_coding",489.375
"1473","OPTN","optineurin [Source:HGNC Symbol;Acc:HGNC:17142]","protein_coding",489.375
"1474","AFTPH","aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]","protein_coding",489.25
"1475","ATP8B2","ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]","protein_coding",489.125
"1476","MAT2A","methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]","protein_coding",488.625
"1477","ANKLE2","ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]","protein_coding",488.5
"1478","TBC1D22B","TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602]","protein_coding",488.25
"1479","MAX","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]","protein_coding",487.25
"1480","GMFG","glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374]","protein_coding",486.875
"1481","USP4","ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627]","protein_coding",486.375
"1482","UNC93B1","unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]","protein_coding",486
"1483","CR1","complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:HGNC:2334]","protein_coding",485.625
"1484","MRFAP1","Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]","protein_coding",485.5
"1485","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]","protein_coding",485.375
"1486","GSAP","gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042]","protein_coding",484.5
"1487","SEC62","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]","protein_coding",484.25
"1488","C16orf72","chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]","protein_coding",484.25
"1489","NDST1","N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]","protein_coding",484
"1490","GFUS","GDP-L-fucose synthase [Source:HGNC Symbol;Acc:HGNC:12390]","protein_coding",483.75
"1491","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","protein_coding",483.5
"1492","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","protein_coding",483.375
"1493","CBLL1","Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]","protein_coding",483.375
"1494","PTTG1IP","PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]","protein_coding",483.25
"1495","ZNF592","zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]","protein_coding",482.625
"1496","ATXN7L3","ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]","protein_coding",482.25
"1497","SHC1","SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]","protein_coding",481.625
"1498","AZIN1","antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]","protein_coding",481.375
"1499","SPCS3","signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]","protein_coding",481
"1500","IER5","immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]","protein_coding",480.75
"1501","CCR7","C-C motif chemokine receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]","protein_coding",480.5
"1502","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]","protein_coding",480.375
"1503","TAF15","TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]","protein_coding",480.125
"1504","RALY","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]","protein_coding",479.875
"1505","YIPF6","Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]","protein_coding",479.75
"1506","TSG101","tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]","protein_coding",478.75
"1507","BTN2A1","butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]","protein_coding",478.125
"1508","TAOK1","TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]","protein_coding",477.75
"1509","VPS39","VPS39 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:20593]","protein_coding",477.5
"1510","USP3","ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]","protein_coding",477.375
"1511","NUDT5","nudix hydrolase 5 [Source:HGNC Symbol;Acc:HGNC:8052]","protein_coding",477.25
"1512","CTC1","CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]","protein_coding",477.125
"1513","HMGB2","high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]","protein_coding",476.875
"1514","DAP","death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]","protein_coding",476.25
"1515","ARRDC3","arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]","protein_coding",476.125
"1516","TOM1","target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982]","protein_coding",475.625
"1517","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]","protein_coding",475.375
"1518","GIMAP7","GTPase, IMAP family member 7 [Source:HGNC Symbol;Acc:HGNC:22404]","protein_coding",475.25
"1519","PIM3","Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]","protein_coding",474.875
"1520","CASP1","caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]","protein_coding",473.875
"1521","PRR14","proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]","protein_coding",473.75
"1522","NUFIP2","nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]","protein_coding",473.125
"1523","ROCK1","Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]","protein_coding",471.875
"1524","PARP15","poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]","protein_coding",471.375
"1525","RAP2A","RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]","protein_coding",471.25
"1526","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]","protein_coding",471.125
"1527","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","protein_coding",471.125
"1528","MAPKAPK2","MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]","protein_coding",470.875
"1529","TACC1","transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]","protein_coding",470.75
"1530","KIF5B","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]","protein_coding",470.625
"1531","NFATC2","nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]","protein_coding",470.125
"1532","ATP6V0A1","ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]","protein_coding",470
"1533","UBE2D1","ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]","protein_coding",469.625
"1534","FOSL2","FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]","protein_coding",469.625
"1535","CDK13","cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]","protein_coding",469.5
"1536","HINT1","histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]","protein_coding",469.5
"1537","KPNA4","karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397]","protein_coding",469.25
"1538","NPEPPS","aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]","protein_coding",468.625
"1539","AIF1","allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]","protein_coding",468.625
