"","Symbol","Description","NED1","NED2","NED3","NED4","DS1","DS2","DS3","DS4","Biotypes","EntrezID"
"2545","STAM2","signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]",145,72,657,257,87,83,203,129,"protein_coding",10254
"2546","GPD2","glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]",197,63,751,146,60,57,123,132,"protein_coding",2820
"2547","CYTIP","cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]",1424,936,7383,1615,906,551,1792,1315,"protein_coding",9595
"2548","ACVR1","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]",59,86,358,95,57,31,85,76,"protein_coding",90
"2549","MPV17","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]",152,65,518,94,52,61,129,118,"protein_coding",4358
"2550","GTF3C2","general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]",294,159,950,497,151,91,271,258,"protein_coding",2976
"2551","NRBP1","nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]",91,54,498,48,29,23,63,70,"protein_coding",29959
"2552","ITGA4","integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]",1116,896,5021,952,516,402,1092,570,"protein_coding",3676
"2553","PSMD14","proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]",136,95,481,54,62,52,107,71,"protein_coding",10213
"2554","SNX17","sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]",329,255,1087,301,175,153,392,286,"protein_coding",9784
"2555","ASB3","ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013]",111,73,433,107,33,47,94,90,"protein_coding",100302652
"2556","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]",75,105,353,83,50,38,68,51,"protein_coding",5496
"2557","IFIH1","interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]",37,17,192,43,7,5,65,23,"protein_coding",64135
"2558","RPS15","ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388]",4778,6591,19185,3580,4499,2306,5444,4783,"protein_coding",6209
"2559","GCA","grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]",719,55,3487,344,243,182,260,434,"protein_coding",25801
"2560","MOGS","mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]",211,94,801,253,102,106,290,195,"protein_coding",7841
"2561","TTC31","tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]",137,110,696,172,57,48,179,80,"protein_coding",64427
"2562","PCGF1","polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]",49,33,147,42,31,41,41,24,"protein_coding",84759
"2563","CLIP4","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]",140,102,892,172,68,39,195,117,"protein_coding",79745
"2564","SPTBN1","spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]",213,439,1609,317,172,80,421,199,"protein_coding",6711
"2565","AUP1","AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]",280,201,1065,198,152,161,297,199,"protein_coding",550
"2566","RTN4","reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]",819,288,2919,1037,521,230,1040,739,"protein_coding",57142
"2567","HTRA2","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]",194,102,660,142,140,90,145,151,"protein_coding",27429
"2568","LOXL3","lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]",30,7,91,21,13,5,23,11,"protein_coding",84695
"2569","DOK1","docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]",174,68,446,118,74,59,115,134,"protein_coding",1796
"2570","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]",48,28,397,76,32,47,101,49,"protein_coding",2591
"2571","POLE4","DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]",36,48,102,12,27,27,49,26,"protein_coding",56655
"2572","CCDC88A","coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]",26,28,257,73,27,33,38,22,"protein_coding",55704
"2573","LANCL1","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]",186,98,621,231,40,51,171,100,"protein_coding",10314
"2574","WDR75","WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]",204,194,951,309,76,80,240,163,"protein_coding",84128
"2575","STAT1","signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]",1592,974,4578,1067,772,900,1189,1460,"protein_coding",6772
"2576","GLS","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]",777,743,3009,853,335,273,807,630,"protein_coding",2744
"2577","PAPOLG","poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]",165,77,709,154,99,69,180,103,"protein_coding",64895
"2578","PECR","peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]",19,8,156,15,6,20,54,27,"protein_coding",55825
"2579","UNC50","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]",177,112,539,132,59,91,150,153,"protein_coding",25972
"2580","ELMOD3","ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]",127,58,332,79,21,39,98,99,"protein_coding",84173
"2581","USP34","ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]",141,81,703,163,80,53,237,63,"protein_coding",9736
"2582","GGCX","gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]",73,23,233,41,91,21,94,16,"protein_coding",2677
"2583","TXNDC9","thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]",8,31,149,13,12,12,17,34,"protein_coding",10190
"2584","COQ10B","coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]",268,155,1192,270,202,132,299,261,"protein_coding",80219
"2585","GNLY","granulysin [Source:HGNC Symbol;Acc:HGNC:4414]",7326,1380,25898,5048,3849,3132,4239,3831,"protein_coding",10578
"2586","SF3B1","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]",1123,689,6898,1810,487,282,2044,777,"protein_coding",23451
"2587","KDM3A","lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]",226,87,734,198,109,65,244,194,"protein_coding",55818
"2588","ZNF142","zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]",134,78,496,150,33,50,135,107,"protein_coding",7701
"2589","IL1R2","interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]",396,64,1408,433,221,199,273,344,"protein_coding",7850
"2590","IL1R1","interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]",43,3,198,61,21,16,64,27,"protein_coding",3554
"2591","IL18R1","interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]",39,8,206,25,26,21,60,44,"protein_coding",8809
"2592","IL18RAP","interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5989]",203,19,574,134,127,63,218,96,"protein_coding",8807
"2593","FHL2","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]",30,50,105,45,52,7,10,48,"protein_coding",2274
"2594","CNPPD1","cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]",2457,3185,4400,1334,1108,586,1329,1567,"protein_coding",27013
"2595","UXS1","UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]",58,87,438,130,78,26,116,78,"protein_coding",80146
"2596","STK16","serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]",137,84,211,139,99,30,54,98,"protein_coding",8576
"2597","HDLBP","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]",919,1019,3829,739,365,141,1114,572,"protein_coding",3069
"2598","PPP1R7","protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]",53,38,230,15,11,14,57,47,"protein_coding",5510
"2599","PASK","PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]",17,14,153,24,8,4,29,29,"protein_coding",23178
"2600","STK25","serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]",115,77,423,135,47,43,90,75,"protein_coding",10494
"2601","ID2","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]",307,124,1069,167,104,160,266,171,"protein_coding",3398
"2602","TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]",34,50,311,24,23,9,47,26,"protein_coding",9014
"2603","HPCAL1","hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]",420,222,949,355,318,144,242,341,"protein_coding",3241
"2604","ODC1","ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]",1386,1116,3090,1045,550,235,1067,896,"protein_coding",4953
"2605","BIRC6","baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]",270,213,2158,444,93,115,519,200,"protein_coding",57448
"2606","NOL10","nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]",203,181,911,266,137,84,310,184,"protein_coding",79954
"2607","PLEKHB2","pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]",521,323,2078,440,212,276,540,415,"protein_coding",55041
"2608","GORASP2","golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]",51,33,229,63,20,42,56,29,"protein_coding",26003
"2609","STRN","striatin [Source:HGNC Symbol;Acc:HGNC:11424]",92,52,666,134,74,39,103,87,"protein_coding",6801
"2610","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]",72,71,621,157,51,31,150,57,"protein_coding",23683
"2611","DCAF17","DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]",22,23,117,16,20,7,27,12,"protein_coding",80067
"2612","QPCT","glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]",695,58,2009,509,465,349,412,464,"protein_coding",25797
"2613","RAB3GAP1","RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]",84,150,559,103,68,32,118,96,"protein_coding",22930
"2614","SLC25A12","solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]",8,12,102,20,9,10,30,18,"protein_coding",8604
"2615","DARS1","aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]",124,100,562,76,47,34,196,53,"protein_coding",1615
"2616","SRSF7","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]",444,471,2439,470,251,206,605,374,"protein_coding",6432
"2617","PLCL1","phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]",20,45,212,79,11,9,47,34,"protein_coding",5334
"2618","SLC1A4","solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]",117,57,252,71,36,25,62,85,"protein_coding",6509
"2619","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]",70,88,644,108,46,31,198,102,"protein_coding",6654
"2620","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]",7328,2395,20517,7494,2232,1686,6843,6320,"protein_coding",7456
"2621","ORC2","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]",30,39,154,106,15,16,64,33,"protein_coding",4999
"2622","COX7A2L","cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]",317,290,1164,283,170,140,347,287,"protein_coding",9167
"2623","PNO1","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]",101,60,242,38,7,22,80,55,"protein_coding",56902
"2624","PLEK","pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]",699,184,2504,423,236,203,344,415,"protein_coding",5341
"2625","ATF2","activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]",256,171,1093,212,211,130,291,198,"protein_coding",1386
"2626","THADA","THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]",17,14,153,28,12,11,37,10,"protein_coding",63892
"2627","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]",1622,1314,2898,1016,661,356,580,877,"protein_coding",66008
"2628","C2orf42","chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]",19,20,144,31,11,11,19,18,"protein_coding",54980
"2629","TIA1","TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]",128,99,579,172,80,48,203,104,"protein_coding",7072
"2630","PCYOX1","prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]",66,42,333,77,19,19,91,34,"protein_coding",51449
"2631","ARID3A","AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031]",467,99,802,391,278,179,268,488,"protein_coding",1820
"2632","SUMO1","small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]",164,216,856,186,162,116,141,149,"protein_coding",7341
"2633","MSH6","mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]",36,49,198,39,20,22,38,39,"protein_coding",2956
"2634","PLEKHA3","pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338]",428,168,1093,319,55,122,383,212,"protein_coding",65977
"2635","EPHA4","EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]",15,10,151,23,18,10,41,20,"protein_coding",2043
"2636","FARSB","phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800]",13,15,145,22,18,7,40,18,"protein_coding",10056
"2637","ALMS1","ALMS1 centrosome and basal body associated protein [Source:HGNC Symbol;Acc:HGNC:428]",21,52,156,22,14,5,59,42,"protein_coding",7840
"2638","BCL9","BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]",10,15,68,17,5,7,28,23,"protein_coding",607
"2639","DHCR24","24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]",5,27,242,13,11,35,51,6,"protein_coding",1718
"2640","DNAJC16","DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]",79,72,389,82,41,49,104,57,"protein_coding",23341
"2641","MORN1","MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]",18,16,51,35,3,5,24,14,"protein_coding",79906
"2642","GPX7","glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]",47,35,273,47,23,59,53,27,"protein_coding",2882
"2643","CACYBP","calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]",56,81,326,44,26,24,57,61,"protein_coding",27101
"2644","SCP2","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]",95,59,535,84,33,29,134,60,"protein_coding",6342
"2645","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]",84,82,584,57,68,25,98,26,"protein_coding",55103
"2646","CEP104","centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]",135,89,558,91,70,52,192,89,"protein_coding",9731
"2647","FAM20B","FAM20B glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]",161,155,510,127,87,33,172,102,"protein_coding",9917
"2648","TCEANC2","transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494]",31,14,222,35,30,18,58,29,"protein_coding",127428
"2649","TMEM59","transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]",724,275,2506,561,373,308,566,651,"protein_coding",9528
"2650","LRRC42","leucine rich repeat containing 42 [Source:HGNC Symbol;Acc:HGNC:28792]",18,15,94,10,4,6,11,11,"protein_coding",115353
"2651","WRAP73","WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]",83,34,405,98,37,44,97,72,"protein_coding",49856
"2652","MRPL37","mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]",185,152,978,250,87,102,243,204,"protein_coding",51253
"2653","ICMT","isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]",94,61,278,48,27,36,60,37,"protein_coding",23463
"2654","QSOX1","quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]",383,105,1020,412,266,260,337,233,"protein_coding",5768
"2655","STXBP3","syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]",397,190,1382,357,222,136,476,278,"protein_coding",6814
"2656","PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]",30,8,143,28,24,15,33,29,"protein_coding",148479
"2657","PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]",369,430,1129,161,259,100,294,303,"protein_coding",11315
"2658","ELAPOR1","endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]",312,52,1903,373,141,96,301,421,"protein_coding",57535
"2659","SRSF4","serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]",159,181,605,101,68,26,113,92,"protein_coding",6429
"2660","MECR","mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:19691]",19,13,63,2,1,4,6,15,"protein_coding",51102
"2661","KCNC4","potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]",8,11,48,19,6,5,12,8,"protein_coding",3749
"2662","EDEM3","ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]",225,128,1471,283,119,99,449,182,"protein_coding",80267
"2663","WDR77","WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]",98,89,317,141,57,49,89,79,"protein_coding",79084
"2664","ATP5PB","ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]",249,178,1164,178,82,149,178,154,"protein_coding",515
"2665","RAP1A","RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]",807,598,2795,852,587,234,598,575,"protein_coding",5906
"2666","HDAC1","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]",404,360,1476,265,258,196,340,266,"protein_coding",3065
"2667","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]",1308,809,5875,1314,869,536,1424,1019,"protein_coding",829
"2668","S100PBP","S100P binding protein [Source:HGNC Symbol;Acc:HGNC:25768]",67,46,545,135,12,41,145,35,"protein_coding",64766
"2669","RNF19B","ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]",885,138,2663,1071,387,186,730,652,"protein_coding",127544
"2670","SCAMP3","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]",162,153,779,226,64,59,288,235,"protein_coding",10067
"2671","TRIM62","tripartite motif containing 62 [Source:HGNC Symbol;Acc:HGNC:25574]",78,65,400,183,46,42,92,100,"protein_coding",55223
"2672","ASH1L","ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]",181,106,1291,256,92,99,319,159,"protein_coding",55870
"2673","SFPQ","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]",319,382,1472,406,104,124,395,239,"protein_coding",6421
"2674","RHOU","ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]",102,38,215,96,26,47,60,51,"protein_coding",58480
"2675","GON4L","gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]",58,23,382,67,34,22,61,47,"protein_coding",54856
"2676","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]",509,217,1408,473,224,156,429,353,"protein_coding",9181
"2677","LAMTOR2","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]",245,265,853,98,207,141,205,294,"protein_coding",28956
"2678","MEF2D","myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]",548,152,1134,528,374,194,308,420,"protein_coding",4209
"2679","SRM","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]",213,177,554,164,92,96,178,165,"protein_coding",6723
"2680","FBXO6","F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]",48,23,104,25,26,31,32,30,"protein_coding",26270
"2681","C1orf21","chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]",68,54,308,108,35,25,75,53,"protein_coding",81563
"2682","SWT1","SWT1 RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]",41,35,89,33,35,8,37,19,"protein_coding",54823
"2683","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]",80,26,187,26,23,24,31,46,"protein_coding",10459
"2684","DNAJC6","DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]",118,93,149,66,55,10,65,62,"protein_coding",9829
"2685","LEPR","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]",40,10,201,14,24,2,19,24,"protein_coding",3953
"2686","IVNS1ABP","influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]",636,272,2885,692,406,262,737,432,"protein_coding",10625
"2687","KIAA2013","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]",511,226,1574,515,287,206,341,361,"protein_coding",90231
"2688","MFN2","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]",465,572,1359,427,316,122,332,360,"protein_coding",9927
"2689","MIIP","migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]",411,303,651,217,223,169,207,339,"protein_coding",60672
"2690","SMG7","SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]",646,360,2492,616,249,187,732,442,"protein_coding",9887
"2691","NCF2","neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]",5087,629,15742,3831,2865,1385,2928,3462,"protein_coding",4688
"2692","SLC35D1","solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]",91,65,330,88,32,35,100,37,"protein_coding",23169
"2693","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]",58,55,96,23,7,14,22,35,"protein_coding",1647
"2694","WLS","Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]",290,25,2126,267,183,93,168,167,"protein_coding",79971
"2695","PRDM2","PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]",90,46,351,68,28,35,110,96,"protein_coding",7799
"2696","RGS2","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]",2415,403,10847,1779,1745,1172,3629,2953,"protein_coding",5997
"2697","UCHL5","ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]",22,32,89,13,16,6,18,18,"protein_coding",51377
"2698","BCAS2","BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]",85,139,328,70,88,26,74,78,"protein_coding",10286
"2699","SRSF11","serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]",104,177,1209,214,89,32,339,95,"protein_coding",9295
"2700","AGMAT","agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]",14,31,177,14,10,8,30,34,"protein_coding",79814
"2701","CRYZ","crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]",49,25,238,21,7,23,90,66,"protein_coding",1429
"2702","PHTF1","putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]",12,8,93,12,8,6,31,10,"protein_coding",10745
"2703","ZBTB17","zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]",101,56,394,85,31,24,109,64,"protein_coding",7709
"2704","CD58","CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]",214,74,1225,299,130,104,290,155,"protein_coding",965
"2705","TFAP2E","transcription factor AP-2 epsilon [Source:HGNC Symbol;Acc:HGNC:30774]",21,16,67,16,12,6,18,19,"protein_coding",339488
"2706","CD2","CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]",268,479,2669,430,180,179,730,328,"protein_coding",914
"2707","TTF2","transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]",18,19,201,22,10,15,45,14,"protein_coding",8458
"2708","TMEM9","transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]",136,62,243,91,41,24,78,52,"protein_coding",252839
"2709","ADPRS","ADP-ribosylserine hydrolase [Source:HGNC Symbol;Acc:HGNC:21304]",100,15,170,57,36,38,37,70,"protein_coding",54936
"2710","MAP7D1","MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]",268,121,509,290,134,72,203,269,"protein_coding",55700
"2711","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]",13,1,45,14,10,14,23,3,"protein_coding",10352
"2712","MRPS15","mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]",147,144,532,79,83,74,144,92,"protein_coding",64960
"2713","EXOC8","exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]",171,58,382,89,76,49,94,92,"protein_coding",149371
"2714","GNPAT","glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]",26,12,142,29,15,11,33,13,"protein_coding",8443
"2715","TSNAX","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]",8,12,56,16,11,8,12,8,"protein_coding",7257
"2716","C1orf109","chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]",32,46,495,100,30,12,64,61,"protein_coding",54955
"2717","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]",30,16,130,32,21,16,39,27,"protein_coding",4811
"2718","HPCAL4","hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]",14,25,44,16,8,3,12,5,"protein_coding",51440
"2719","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]",140,128,788,158,70,55,254,147,"protein_coding",4548
"2720","SIPA1L2","signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]",64,7,225,42,36,27,49,35,"protein_coding",57568
"2721","RLF","RLF zinc finger [Source:HGNC Symbol;Acc:HGNC:10025]",74,36,509,124,38,33,134,66,"protein_coding",6018
"2722","KMO","kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]",17,10,120,21,7,15,19,29,"protein_coding",8564
"2723","AKT3","AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]",210,464,1692,483,168,46,420,231,"protein_coding",10000
"2724","SLAMF1","signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903]",51,60,212,31,17,27,39,22,"protein_coding",6504
"2725","CD48","CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]",291,289,1161,126,120,161,303,219,"protein_coding",962
