"","Symbol","Description","Biotypes","Average"
"838","PLXNA2","plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]","protein_coding",101.75
"839","ACACB","acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]","protein_coding",67.875
"840","TRAF4","TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]","protein_coding",53.125
"841","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","protein_coding",585.125
"842","GPATCH1","G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]","protein_coding",58.625
"843","MBNL3","muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]","protein_coding",7484.375
"844","RAP1GAP","RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]","protein_coding",43.25
"845","XAB2","XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089]","protein_coding",140.375
"846","ARHGEF1","Rho guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:681]","protein_coding",1080.875
"847","MAP2K7","mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]","protein_coding",516.5
"848","DGKD","diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]","protein_coding",781.875
"849","TOP2B","DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]","protein_coding",370.5
"850","TM9SF3","transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]","protein_coding",525.625
"851","NFKB2","nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]","protein_coding",636.25
"852","UBE2T","ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]","protein_coding",41.5
"853","PPP1R12B","protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]","protein_coding",31
"854","DNAJC10","DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]","protein_coding",113.25
"855","GTF3C1","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]","protein_coding",189.875
"856","IL4R","interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]","protein_coding",530.75
"857","USP33","ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]","protein_coding",209.5
"858","SNRPA","small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]","protein_coding",372.75
"859","EXOSC5","exosome component 5 [Source:HGNC Symbol;Acc:HGNC:24662]","protein_coding",55.625
"860","DYNC1I2","dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]","protein_coding",199
"861","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]","protein_coding",575
"862","FAM76B","family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]","protein_coding",89.625
"863","SIRT6","sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]","protein_coding",144.375
"864","POLD3","DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]","protein_coding",41.5
"865","CAPZB","capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]","protein_coding",2028.875
"866","GPR137B","G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]","protein_coding",240.25
"867","JADE1","jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]","protein_coding",138.25
"868","UBE2A","ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]","protein_coding",123.375
"869","CST7","cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]","protein_coding",953.125
"870","PIAS2","protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311]","protein_coding",143.125
"871","ARAF","A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]","protein_coding",304.625
"872","ACER3","alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]","protein_coding",22.25
"873","UBE2K","ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]","protein_coding",244.875
"874","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]","protein_coding",74.75
"875","N4BP2","NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]","protein_coding",95
"876","TULP3","TUB like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]","protein_coding",52.375
"877","SYNJ2","synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]","protein_coding",180.125
"878","PPP2R5C","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]","protein_coding",230.625
"879","PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9123]","transcribed_unprocessed_pseudogene",44.25
"880","GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]","protein_coding",1088.25
"881","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]","protein_coding",175.875
"882","ZCWPW1","zinc finger CW-type and PWWP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23486]","protein_coding",14
"883","P2RY10","P2Y receptor family member 10 [Source:HGNC Symbol;Acc:HGNC:19906]","protein_coding",575.25
"884","ITM2A","integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]","protein_coding",400.375
"885","NRDC","nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]","protein_coding",170.625
"886","VDAC3","voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]","protein_coding",432.375
"887","PCM1","pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]","protein_coding",110.125
"888","TNRC6C","trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318]","protein_coding",91.5
"889","CBFA2T2","CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]","protein_coding",322.5
"890","ITCH","itchy E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13890]","protein_coding",353.875
"891","TP53INP2","tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]","protein_coding",35.5
"892","SDF4","stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]","protein_coding",482
"893","MYH7B","myosin heavy chain 7B [Source:HGNC Symbol;Acc:HGNC:15906]","protein_coding",26.25
"894","TOLLIP","toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476]","protein_coding",237.875
"895","THOC1","THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]","protein_coding",59.125
"896","XRCC5","X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]","protein_coding",1267.625
"897","LXN","latexin [Source:HGNC Symbol;Acc:HGNC:13347]","protein_coding",17
"898","TNS1","tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]","protein_coding",110
"899","REXO1","RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]","protein_coding",351.125
"900","SAR1A","secretion associated Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]","protein_coding",502.375
"901","CDC14A","cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]","protein_coding",448.875
"902","CEACAM1","CEA cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:1814]","protein_coding",134.375
"903","CIC","capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]","protein_coding",347.5
"904","LIPE","lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]","protein_coding",56.25
"905","FDFT1","farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]","protein_coding",679.5
"906","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]","protein_coding",26
"907","OPHN1","oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]","protein_coding",17.125
"908","KIF22","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]","protein_coding",19.375
"909","CARMIL1","capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]","protein_coding",9.875
"910","PGM1","phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]","protein_coding",145.625
"911","DDX1","DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]","protein_coding",42.875
"912","DNM2","dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]","protein_coding",413.5
"913","STX7","syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]","protein_coding",709.625
"914","KEAP1","kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]","protein_coding",101
"915","SLC35C2","solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]","protein_coding",595.375
"916","RFX3","regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]","protein_coding",178.5
"917","RIF1","replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]","protein_coding",93.875
"918","RAB21","RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]","protein_coding",230.625
"919","SLC4A4","solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]","protein_coding",29.375
"920","SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]","protein_coding",159.75
"921","MID2","midline 2 [Source:HGNC Symbol;Acc:HGNC:7096]","protein_coding",53.375
"922","PUM3","pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]","protein_coding",90.375
"923","CNOT4","CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]","protein_coding",758.875
"924","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]","protein_coding",914
"925","CPOX","coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]","protein_coding",19.375
"926","CLDND1","claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]","protein_coding",164.625
"927","HSP90AA1","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]","protein_coding",464.875
"928","RBL1","RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]","protein_coding",218.625
"929","IGSF9B","immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]","protein_coding",77
"930","CROCCP3","CROCC pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]","transcribed_unprocessed_pseudogene",73.625
"931","AP4E1","adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]","protein_coding",38.75
"932","RSBN1","round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]","protein_coding",266.125
"933","OSTM1","osteoclastogenesis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]","protein_coding",433.375
"934","PCNP","PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]","protein_coding",219.875
"935","ARG2","arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]","protein_coding",16.125
"936","PTPRC","protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]","protein_coding",1812
"937","UBA5","ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]","protein_coding",36.25
"938","STK17B","serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]","protein_coding",839.625
"939","ZNF510","zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]","protein_coding",65.375
"940","ZNF506","zinc finger protein 506 [Source:HGNC Symbol;Acc:HGNC:23780]","protein_coding",70.5
"941","DUSP12","dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]","protein_coding",74.5
"942","AACS","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]","protein_coding",44.25
"943","DELE1","DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969]","protein_coding",299.625
"944","HSPB11","heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]","protein_coding",115.875
"945","PHLPP1","PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]","protein_coding",62
"946","IL12RB2","interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]","protein_coding",20.125
"947","SMARCD3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]","protein_coding",66.625
"948","WDR70","WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495]","protein_coding",85.5
"949","FYB1","FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]","protein_coding",2976.125
"950","STRADB","STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205]","protein_coding",10884.5
"951","ME2","malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]","protein_coding",60.5
"952","C5orf22","chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]","protein_coding",49.25
"953","CCNT2","cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]","protein_coding",256.375
"954","FAM135A","family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]","protein_coding",83.75
"955","COL19A1","collagen type XIX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2196]","protein_coding",32.25
"956","EPB41L3","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]","protein_coding",139.125
"957","COBLL1","cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]","protein_coding",41.75
"958","TRAF5","TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]","protein_coding",33.75
"959","MRPL22","mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","protein_coding",22.5
"960","GEMIN5","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]","protein_coding",69
"961","NFE2L1","nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]","protein_coding",180.625
"962","GSK3B","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]","protein_coding",264.125
"963","ITGB5","integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]","protein_coding",42.875
"964","ERC1","ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]","protein_coding",50
"965","XPO1","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]","protein_coding",255
"966","DOP1A","DOP1 leucine zipper like protein A [Source:HGNC Symbol;Acc:HGNC:21194]","protein_coding",233.75
"967","LYRM2","LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]","protein_coding",81.5
"968","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]","protein_coding",62.125
"969","KAT6A","lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]","protein_coding",267.75
"970","TUT7","terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]","protein_coding",205.375
"971","ULK2","unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]","protein_coding",108.5
"972","TNPO1","transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]","protein_coding",89.375
"973","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]","protein_coding",221
"974","DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]","protein_coding",150
"975","TDRD3","tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]","protein_coding",112.25
"976","NUFIP1","nuclear FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]","protein_coding",14.5
"977","PDS5B","PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]","protein_coding",151.5
"978","OXCT1","3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]","protein_coding",49.875
"979","RRAGB","Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901]","protein_coding",129.625
"980","CYLD","CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]","protein_coding",520.375
"981","ZNF324","zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]","protein_coding",158.125
"982","ZNF671","zinc finger protein 671 [Source:HGNC Symbol;Acc:HGNC:26279]","protein_coding",47.875
"983","ZNF416","zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]","protein_coding",48.125
"984","ZNF586","zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]","protein_coding",367.5
"985","ZNF264","zinc finger protein 264 [Source:HGNC Symbol;Acc:HGNC:13057]","protein_coding",254.875
"986","RPS5","ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]","protein_coding",952.125
"987","YTHDC1","YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]","protein_coding",347.875
"988","CHMP2B","charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]","protein_coding",578.125
"989","SMAP2","small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]","protein_coding",3431.625
"990","ZMPSTE24","zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]","protein_coding",96.5
"991","STARD7","StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]","protein_coding",322.25
"992","NOA1","nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]","protein_coding",344.875
"993","REST","RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]","protein_coding",212.75
"994","HAL","histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]","protein_coding",333.375
"995","SSH1","slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]","protein_coding",321.625
"996","GSTP1","glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]","protein_coding",942.75
"997","APLP2","amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]","protein_coding",519.875
"998","FAM234B","family with sequence similarity 234 member B [Source:HGNC Symbol;Acc:HGNC:29288]","protein_coding",84.375
"999","WBP11","WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]","protein_coding",625.375
"1000","EIF3I","eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]","protein_coding",24.5
"1001","TXLNA","taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]","protein_coding",241.375
"1002","NCOA1","nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]","protein_coding",1034.875
"1003","AGBL5","AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]","protein_coding",16.125
"1004","KIF3C","kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]","protein_coding",54.5
"1005","RAB10","RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]","protein_coding",581
"1006","HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]","protein_coding",482.375
"1007","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]","protein_coding",78.125
"1008","CD82","CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]","protein_coding",21.875
"1009","ATRX","ATRX chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886]","protein_coding",83.625
"1010","FCN1","ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]","protein_coding",2890.75
"1011","MYNN","myoneurin [Source:HGNC Symbol;Acc:HGNC:14955]","protein_coding",149.375
"1012","SCAMP1","secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]","protein_coding",75.875
"1013","PREP","prolyl endopeptidase [Source:HGNC Symbol;Acc:HGNC:9358]","protein_coding",250
"1014","HACE1","HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]","protein_coding",26.75
"1015","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]","protein_coding",47.75
"1016","WDR47","WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]","protein_coding",88.625
"1017","OVGP1","oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]","protein_coding",17.625
"1018","SLC25A24","solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]","protein_coding",154.75
"1019","MAP3K4","mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]","protein_coding",28.125
"1020","PILRA","paired immunoglobin like type 2 receptor alpha [Source:HGNC Symbol;Acc:HGNC:20396]","protein_coding",1184
"1021","ABCB1","ATP binding cassette subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:40]","protein_coding",74.875
"1022","ZNF213","zinc finger protein 213 [Source:HGNC Symbol;Acc:HGNC:13005]","protein_coding",46.375
"1023","AKR1B1","aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]","protein_coding",100.5
"1024","CPNE3","copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]","protein_coding",402.375
"1025","RRN3","RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]","protein_coding",138.25
"1026","CTTN","cortactin [Source:HGNC Symbol;Acc:HGNC:3338]","protein_coding",66.875
"1027","MTIF2","mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]","protein_coding",45
"1028","DDHD2","DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]","protein_coding",258.75
"1029","EPS15","epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]","protein_coding",825.5
"1030","MGST2","microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]","protein_coding",115.625
"1031","ATG16L1","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]","protein_coding",106.375
"1032","USP40","ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]","protein_coding",30.75
"1033","POMGNT1","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]","protein_coding",107.875
"1034","MAST2","microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]","protein_coding",32.5
"1035","DNAJA1","DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]","protein_coding",457.5
"1036","B4GALT1","beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]","protein_coding",373.25
"1037","CHMP5","charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]","protein_coding",263.125
"1038","NFX1","nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]","protein_coding",67.25
"1039","DIMT1","DIM1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]","protein_coding",67.375
"1040","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]","protein_coding",3444
"1041","EPDR1","ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]","protein_coding",34.125
"1042","SEPHS1","selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]","protein_coding",142.125
"1043","MRPL28","mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]","protein_coding",237.625
"1044","HBQ1","hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]","protein_coding",78.5
"1045","ITPKC","inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897]","protein_coding",51.5
"1046","RBM22","RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]","protein_coding",395
"1047","ERO1B","endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]","protein_coding",55.25
"1048","ZFAND6","zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]","protein_coding",336.25
"1049","TXLNG","taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578]","protein_coding",108.25
"1050","LAT2","linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]","protein_coding",13.25
"1051","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]","protein_coding",344.625
"1052","ZW10","zw10 kinetochore protein [Source:HGNC Symbol;Acc:HGNC:13194]","protein_coding",36.375
"1053","ACOX3","acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]","protein_coding",53.875
"1054","MTMR2","myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]","protein_coding",90.375
"1055","PPP1R15A","protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]","protein_coding",162.5
"1056","TRIP6","thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311]","protein_coding",39.75
"1057","FTL","ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]","protein_coding",27640.125
"1058","SRRT","serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]","protein_coding",40.125
"1059","BAX","BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]","protein_coding",310.875
"1060","NLK","nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]","protein_coding",253
"1061","PIGS","phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]","protein_coding",383.5
"1062","ATXN7L3","ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]","protein_coding",512.25
"1063","PGS1","phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029]","protein_coding",305.75
"1064","PSMC5","proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]","protein_coding",84.375
"1065","UIMC1","ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298]","protein_coding",110.875
"1066","LPCAT2","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]","protein_coding",1015.75
"1067","GNAO1","G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]","protein_coding",41.25
"1068","OGFOD1","2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]","protein_coding",152
"1069","SH3BP2","SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]","protein_coding",46
